Parking ID,Car Park Name (English),Car Park Name (Traditional Chinese),Car Park Name (Simplified Chinese),Basic Information,Parking Vacancy Data
TDC2P9,Airport Car Park - Urban & Lantau Taxi (LONG-TERM),機場停車場 - 市區及大嶼山的士(長期停放),机场停车场 - 市区及大屿山的士(长期停放),https://resource.data.one.gov.hk/td/carpark/basic_info_tdc2p9.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc2p9.json
TDC30P1,Nina Tower,如心廣場,如心广场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc30p1.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc30p1.json
TDC31P1,Wong Tai Sin Car Park,黃大仙停車場,黄大仙停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc31p1.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc31p1.json
TDC32P1,Wah Fu (I) Estate,華富(一)邨,华富(一)邨,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc32p1.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc32p1.json
TDC32P2,Wah Fu (II) Estate,華富(二)邨,华富(二)邨,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc32p2.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc32p2.json
TDC32P3,Shek Kip Mei Estate,石硤尾邨,石硖尾邨,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc32p3.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc32p3.json
TDC32P4,Pok Hong Estate,博康邨,博康邨,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc32p4.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc32p4.json
TDC32P5,Shui Pin Wai Estate,水邊圍邨,水边围邨,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc32p5.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc32p5.json
TDC32P6,Mei Tin Estate,美田邨,美田邨,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc32p6.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc32p6.json
TDC33P1,Kowloon Bay Park,九龍灣公園停車場,九龙湾公园停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc33p1.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc33p1.json
TDC33P2,Jordan Valley Playground,佐敦谷公園遊樂場停車場,佐敦谷公园游乐场停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc33p2.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc33p2.json
TDC34P1,On Tat Estate Car park,安達邨停車場,安达邨停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc34p1.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc34p1.json
TDC35P1,Hing Wah II Estate Carpark,興華二邨停車場,兴华二邨停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc35p1.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc35p1.json
TDC37P1,Tai Po Government Offices,大埔政府合署,大埔政府合署,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc37p1.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc37p1.json
TDC38P1,Hong Kong Tennis Centre,香港網球中心,香港网球中心,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc38p1.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc38p1.json
TDC38P2,The Jockey Club Tuen Mun Butterfly Beach Sports Centre,賽馬會屯門蝴蝶灣體育館,赛马会屯门蝴蝶湾体育馆,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc38p2.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc38p2.json
TDC38P3,Tuen Mun North West Swimming Pool,屯門西北游泳池,屯门西北游泳池,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc38p3.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc38p3.json
TDC39P1,Siu Sai Wan Sports Ground,小西灣運動場停車場,小西湾运动场停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc39p1.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc39p1.json
TDC41P2,Deep Water Bay Carpark,深水灣泳灘停車場,深水湾泳滩停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc41p2.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc41p2.json
TDC42P1,Chai Wan Municipal Services Building,柴灣市政大廈,柴湾市政大厦,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc42p1.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc42p1.json
TDC43P1,Shun Lee Tsuen Park,順利邨公園,顺利邨公园,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc43p1.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc43p1.json
TDC43P2,Castle Peak Beach,青山灣泳灘,青山湾泳滩,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc43p2.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc43p2.json
TDC44P2,Aberdeen Tennis and Squash Centre,香港仔網球及壁球中心,香港仔网球及壁球中心,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc44p2.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc44p2.json
TDC44P3,Waterfall Bay Park,瀑布灣公園,瀑布湾公园,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc44p3.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc44p3.json
TDC45P1,Tuen Mun Government Offices,屯門政府合署,屯门政府合署,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc45p1.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc45p1.json
TDC46P1,Papillons Square Car Park,翩滙坊停車場,翩滙坊停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc46p1.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc46p1.json
TDC47P1,Tung Chung Municipal Services Building,東涌市政大樓,东涌市政大楼,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc47p1.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc47p1.json
TDC48P1,Lai Chi Kok Park,荔枝角公園,荔枝角公园,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc48p1.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc48p1.json
TDC48P2,Lung Cheung Road Lookout,龍翔道觀景台,龙翔道观景台,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc48p2.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc48p2.json
TDC48P3,Sham Shui Po Sports Ground,深水埗運動場,深水埗运动场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc48p3.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc48p3.json
TDC49P1,Citygate P3 Carpark,東薈城P3停車場,东荟城P3停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc49p1.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc49p1.json
TDC49P2,Citygate P2 Carpark,東薈城P2停車場,东荟城P2停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc49p2.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc49p2.json
TDC49P4,Citygate P1 Carpark,東薈城P1停車場,东荟城P1停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc49p4.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc49p4.json
TDC50P7,Prosperity Center Car Park,創富中心停車場,创富中心停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc50p7.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc50p7.json
TDC50P8,Prosperity Place Car Park,泓富廣場停車場,泓富广场停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc50p8.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc50p8.json
TDC51P1,Kowloon Park,九龍公園,九龙公园,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc51p1.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc51p1.json
TDC51P2,Island East Sports Center,港島東體育館停車場,港岛东体育馆停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc51p2.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc51p2.json
TDC52P1,M+ Car Park,M+ 停車場,M+ 停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc52p1.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc52p1.json
TDC53P1,Jordan Valley Park,佐敦谷公園,佐敦谷公园,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc53p1.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc53p1.json
TDC53P2,Jordan Valley Swimming Pool,佐敦谷游泳池,佐敦谷游泳池,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc53p2.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc53p2.json
TDC53P3,Hong Ning Road Park,康寧道公園,康宁道公园,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc53p3.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc53p3.json
TDC55P1,North Point Government Offices,北角政府合署,北角政府合署,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc55p1.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc55p1.json
TDC56P1,North District Government Offices,北區政府合署,北区政府合署,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc56p1.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc56p1.json
TDC57P1,West Kowloon Government Offices,西九龍政府合署,西九龙政府合署,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc57p1.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc57p1.json
TDC58P1,Wong Nai Chung Gap Children Playground,黃泥涌峽兒童遊樂場,黄泥涌峡儿童游乐场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc58p1.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc58p1.json
TDC58P2,Lei Yue Mun Municipal Services Building,鯉魚門市政大廈,鲤鱼门市政大厦,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc58p2.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc58p2.json
TDC58P3,Shek Kip Mei Park,石硤尾公園,石硖尾公园,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc58p3.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc58p3.json
TDC58P4,Cornwall Street Park,歌和老街公園,歌和老街公园,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc58p4.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc58p4.json
TDC58P5,Ap Lei Chau Waterfront Promenade,鴨脷洲海濱長廊,鸭脷洲海滨长廊,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc58p5.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc58p5.json
TDC59P1,Yuen Long District Office Building,元朗民政事務處大廈,元朗民政事务处大厦,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc59p1.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc59p1.json
TDC5P1,Hopewell Centre,合和中心,合和中心,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc5p1.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc5p1.json
TDC5P3,Wu Chung House,胡忠大廈,胡忠大厦,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc5p3.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc5p3.json
TDC5P4,Panda Place,悅來坊商場,悅来坊商场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc5p4.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc5p4.json
TDC60P1,Che Kung Temple Sports Centre,車公廟體育館,车公庙体育馆,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc60p1.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc60p1.json
TDC61P1,Tai Po Lung Mei Beach,大埔龍尾泳灘,大埔龙尾泳滩,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc61p1.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc61p1.json
TDC62P1,Yuen Chau Kok Complex,圓州角綜合大樓,圆州角综合大楼,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc62p1.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc62p1.json
TDC63P1,Ma On Shan Sports Ground,馬鞍山運動場,马鞍山运动场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc63p1.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc63p1.json
TDC63P2,Ma On Shan Swimming Pool,馬鞍山游泳池,马鞍山游泳池,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc63p2.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc63p2.json
TDC63P3,Siu Lek Yuen Road Playground,小瀝源路遊樂場,小沥源路游乐场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc63p3.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc63p3.json
TDC64P1,Ho Man Tin Park,何文田公園,何文田公园,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc64p1.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc64p1.json
TDC65P1,Fung Kam Street Sports Centre,鳳琴街體育館,凤琴街体育馆,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc65p1.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc65p1.json
TDC65P2,Yuen Long Swimming Pool,元朗游泳池,元朗游泳池,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc65p2.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc65p2.json
TDC65P3,Tin Shui Wai Sports Ground,天水圍運動場,天水围运动场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc65p3.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc65p3.json
TDC65P4,Tin Shui Wai Swimming Pool,天水圍泳池,天水围泳池,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc65p4.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc65p4.json
TDC65P5,Tin Yip Road Park,天業路公園,天业路公园,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc65p5.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc65p5.json
TDC66P1,Sha Tin Jockey Club Swimming Pool and Yuen Wo Road Sports Centre,沙田賽馬會游泳池及源禾路體育館,沙田赛马会游泳池及源禾路体育馆,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc66p1.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc66p1.json
TDC67P1,North District Sports Ground,北區運動場,北区运动场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc67p1.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc67p1.json
TDC67P2,Wo Hing Sports Centre,和興體育館,和兴体育馆,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc67p2.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc67p2.json
TDC69P1,Fanling Swimming Pool,粉嶺游泳池,粉岭游泳池,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc69p1.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc69p1.json
TDC69P2,Po Wing Road Sports Centre,保榮路體育館,保荣路体育馆,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc69p2.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc69p2.json
TDC69P3,Sheung Shui Swimming Pool,上水游泳池,上水游泳池,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc69p3.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc69p3.json
TDC6P11,Cheung Shan Estate Carpark,象山邨停車場,象山邨停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc6p11.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc6p11.json
TDC6P12,Lung Poon Court Carpark ,龍蟠苑停車場,龙蟠苑停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc6p12.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc6p12.json
TDC6P13,Kwai Chung Estate Car Park,葵涌邨商場停車場,葵涌邨商场停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc6p13.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc6p13.json
TDC6P14,Choi Hung Estate Car Park,彩虹邨停車場,彩虹邨停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc6p14.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc6p14.json
TDC6P15,Lei Yue Mun Estate,鯉魚門邨,鲤鱼门邨,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc6p15.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc6p15.json
TDC6P16,Lei Muk Shue Shopping Centre,梨木樹商場,梨木树商场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc6p16.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc6p16.json
TDC6P17,Hung Fuk Estate Carpark ,洪福邨停車場,洪福邨停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc6p17.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc6p17.json
TDC6P18,Shui Chuen O Capark,水泉澳停車場,水泉澳停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc6p18.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc6p18.json
TDC6P19,Hoi Lai Estate Car Park,海麗邨停車場,海丽邨停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc6p19.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc6p19.json
TDC6P2,Tin Yan Estate Car Park,天恩邨停車場,天恩邨停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc6p2.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc6p2.json
TDC6P20,Shek Pai Wan Estate Car Park,石排灣邨停車場,石排湾邨停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc6p20.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc6p20.json
TDC6P21,Yue Wan Estate Car Park,漁灣邨停車場,渔湾邨停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc6p21.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc6p21.json
TDC6P22,So Uk Estate Car Park (Phase 2),蘇屋邨停車場 (第二期),苏屋邨停车场 (第二期),https://resource.data.one.gov.hk/td/carpark/basic_info_tdc6p22.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc6p22.json
TDC6P23,Kwai Shing West Estate Car Park,葵盛西邨停車場,葵盛西邨停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc6p23.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc6p23.json
TDC6P24,Lai King Estate Car Park A,荔景邨停車場A,荔景邨停车场A,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc6p24.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc6p24.json
TDC6P25,Lai King Estate Car Park D,荔景邨停車場D,荔景邨停车场D,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc6p25.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc6p25.json
TDC6P6,Po Heung Estate Car Park,寶鄉邨停車場,宝乡邨停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc6p6.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc6p6.json
TDC6P7,Po Shek Wu Estate,寶石湖邨,宝石湖邨,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc6p7.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc6p7.json
TDC6P8,Kwai Shing West Shopping Centre Car Park,葵盛西商場停車場,葵盛西商场停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc6p8.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc6p8.json
TDC6P9,Lai King Estate Car Park C,荔景邨停車場C,荔景邨停车场C,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc6p9.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc6p9.json
TDC70P1,Sha Tin Sports Ground & Yuen Wo Playground  Car Park,沙田運動場 & 源禾遊樂場停車場,沙田运动场 & 源禾游乐场停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc70p1.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc70p1.json
TDC71P1,To Kwa Wan Market and Government Offices,土瓜灣街市暨政府合署,土瓜湾街市暨政府合署,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc71p1.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc71p1.json
TDC72P1,Lai Yiu Estate Car Park,麗瑤邨停車場,丽瑶邨停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc72p1.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc72p1.json
TDC73P1,Crocodile Centre,鱷魚恤中心,鳄鱼恤中心,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc73p1.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc73p1.json
TDC74P1,Tseung Kwan O Swimming Pool,將軍澳游泳池,将军澳游泳池,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc74p1.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc74p1.json
TDC74P10,Kowloon Bay Sports Ground A,九龍灣運動場 A,九龙湾运动场 A,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc74p10.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc74p10.json
TDC74P11,Kowloon Bay Sports Ground B,九龍灣運動場 B,九龙湾运动场 B,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc74p11.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc74p11.json
TDC74P12,Tai Po Sports Ground,大埔運動場停車場,大埔运动场停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc74p12.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc74p12.json
TDC74P13,Kwong Fuk Park,廣福公園停車場,广福公园停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc74p13.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc74p13.json
TDC74P14,Tai Po Tung Cheong Street Leisure Building,大埔東昌街康體大樓,大埔东昌街康体大楼,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc74p14.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc74p14.json
TDC74P2,Tseung Kwan O Sports Ground,將軍澳運動場,将军澳运动场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc74p2.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc74p2.json
TDC74P3,Hong Kong Velodrome,香港單車館,香港单车馆,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc74p3.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc74p3.json
TDC74P4,Tiu Keng Leng Sports Centre,調景嶺體育館,调景岭体育馆,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc74p4.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc74p4.json
TDC74P5,Wan Po Road Pet Garden,環保大道寵物公園,环保大道宠物公园,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc74p5.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc74p5.json
TDC74P6,Tuen Mun Swimming Pool,屯門游泳池,屯门游泳池,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc74p6.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc74p6.json
TDC74P7,Yau Oi Sports Centre,友愛體育館,友爱体育馆,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc74p7.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc74p7.json
TDC74P8,Sai Tso Wan Recreation Ground,晒草灣遊樂場,晒草湾游乐场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc74p8.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc74p8.json
TDC74P9,Ping Shek Playground,坪石遊樂場,坪石游乐场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc74p9.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc74p9.json
TDC76P1,Hammer Hill Road Swimming Pool and Sports Ground,斧山道游泳池及運動場,斧山道游泳池及运动场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc76p1.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc76p1.json
TDC76P2,Ngau Chi Wan Park,牛池灣公園,牛池湾公园,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc76p2.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc76p2.json
TDC76P3,Po Kong Village Road Park,蒲崗村道公園,蒲岗村道公园,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc76p3.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc76p3.json
TDC81P1,Hing Fong Road Playground,興芳路遊樂場,兴芳路游乐场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc81p1.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc81p1.json
TDC81P2,Kwai Chung Sports Ground,葵涌運動場,葵涌运动场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc81p2.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc81p2.json
TDC81P3,Kwai Shing Swimming Pool,葵盛游泳池,葵盛游泳池,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc81p3.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc81p3.json
TDC81P4 ,Tsing Yi Northeast Park,青衣東北公園,青衣东北公园,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc81p4.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc81p4 .json
TDC81P5 ,Tsing Yi Sports Ground and Swimming Pool Car Park,青衣運動場及游泳池停車場,青衣运动场及游泳池停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc81p5.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc81p5 .json
TDC81P6,Tsing Yi Southwest Leisure Building,青衣西南康體大樓,青衣西南康体大楼,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc81p6.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc81p6.json
TDC81P7,Wo Yi Hop Road Sports Ground,和宜合道運動場,和宜合道运动场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc81p7.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc81p7.json
TDC82P1,Shing Mun Valley Sports Ground,城門谷運動場,城门谷运动场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc82p1.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc82p1.json
TDC82P2,Shing Mun Valley Swimming Pool,城門谷游泳池,城门谷游泳池,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc82p2.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc82p2.json
TDC82P3,Wai Tsuen Sports Centre,蕙荃體育館,蕙荃体育馆,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc82p3.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc82p3.json
TDC82P4,Tsuen Wan Sports Centre,荃灣體育館,荃湾体育馆,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc82p4.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc82p4.json
TDC8P1,MTR Tsing Yi Station Car Park,港鐵青衣站停車場,港铁青衣站停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc8p1.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc8p1.json
TDC8P10,ELEMENTS Carpark,圓方停車場,圆方停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc8p10.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc8p10.json
